Gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,,,,,,
ARID3A,601.583857,0.088967602,0.108868801,0.386807897,0.537148543,,,,,,
WDR18,248.5758072,-0.061190858,0.113901332,0.572159345,0.703790326,,,,,,
GRIN3B,25.90999922,-0.245359429,0.289193773,0.228521125,0.364393864,,,,,,
TMEM259,1514.108219,-0.104928053,0.086210559,0.207603254,0.33921177,,,,,,
LOC119044591,2076.647599,0.049496546,0.072236953,0.485131193,0.629021723,,,,,,
CNN2,5828.344191,-0.629270177,0.084856436,3.24E-14,7.49E-13,,,,,,
LOC119044631,6.755891905,-0.082607363,0.336265206,0.609377619,0.733995255,,,,,,
ARHGAP45,10.50052219,0.705153303,0.585342188,0.022920564,0.056828125,,,,,,
LOC119044640,4.045338921,0.173354952,0.386824138,0.262714663,0.405010408,,,,,,
POLR2E,1611.76959,-0.187664311,0.081112578,0.020896322,0.052726985,,,,,,
GPX4,3477.709249,-0.227278119,0.125251745,0.053107281,0.114732476,,,,,,
SBNO2,612.6668217,0.112854838,0.095636553,0.21818734,0.351955588,,,,,,
GAMT,10.21226685,0.206361067,0.337237446,0.295802308,0.44234826,,,,,,
NDUFS7,291.1820762,-0.010093685,0.106961393,0.947399767,0.973412459,,,,,,
PWWP3A,831.6450109,0.129777052,0.075121547,0.078217896,0.156921211,,,,,,
EFNA2,312.2223227,0.371518007,0.119248385,0.000743206,0.002900694,,,,,,
FAM174C,69.02253175,0.051138984,0.161280919,0.717879465,0.816810194,,,,,,
CIRBP,2232.726163,-0.919547543,0.124994617,2.35E-14,5.51E-13,,,,,,
MIDN,1746.127862,-0.689281781,0.076178988,8.28E-20,3.73E-18,,,,,,
ATP5F1D,966.5778467,-0.063182917,0.093679435,0.470759869,0.616842576,,,,,,
CBARP,412.2029975,0.224328931,0.099548096,0.018871318,0.048350382,,,,,,
STK11,1107.919911,0.095966793,0.065013344,0.12519503,0.228336981,,,,,,
RPS15,9541.437124,0.043203071,0.067768726,0.494723859,0.637194521,,,,,,
LOC128626341,0.817206398,-0.052300337,0.375099101,0.308079126,NA,,,,,,
DAZAP1,1267.702047,-0.295126489,0.08183369,0.000215126,0.000963052,,,,,,
APC2,30.53778429,0.621649926,0.297178116,0.007641396,0.022209086,,,,,,
CUNH19orf25,794.4018638,-0.042231218,0.083628047,0.56609947,0.698380456,,,,,,
PCSK4,19.37879564,0.243981408,0.283817196,0.23144017,0.36772285,,,,,,
REEP6,28.07118886,0.104404545,0.240658782,0.577392333,0.707999498,,,,,,
ADAMTSL5,38.12167996,-0.040583973,0.216341965,0.815323966,0.884060883,,,,,,
PLK5,0.370705132,-0.02182443,0.373854725,0.786187162,NA,,,,,,
MEX3D,485.532243,-0.284615786,0.105849779,0.004845126,0.01503814,,,,,,
MBD3,946.9751683,0.253837219,0.073673813,0.000494917,0.002025702,,,,,,
LOC128626380,15.99288899,0.032525399,0.262979082,0.862156511,0.914260091,,,,,,
LOC119044206,4.669666586,-0.164279788,0.358648775,0.339159485,0.488750188,,,,,,
LOC119043944,490.3012012,0.015751677,0.101792279,0.861443597,0.914080727,,,,,,
LOC128626379,23.75686956,-0.234770633,0.259090558,0.235171535,0.372279264,,,,,,
TCF3,1331.96286,-0.381229414,0.055125448,2.57E-12,4.61E-11,,,,,,
ONECUT3,0.275987275,-0.005668201,0.373568028,0.996500917,NA,,,,,,
ATP8B3,0.880593911,0.029397416,0.369761844,0.669731925,NA,,,,,,
REXO1,870.989252,-0.360523213,0.096764573,0.00011775,0.000561206,,,,,,
KLF16,477.1069467,0.477069168,0.089303032,3.34E-08,3.17E-07,,,,,,
LOC119043896,67.12763123,-0.753808939,0.196360669,1.97E-05,0.000111301,,,,,,
ABHD17A,521.3846822,-0.078450384,0.098742897,0.409494294,0.558733691,,,,,,
LOC119043892,13.77789044,0.55830568,0.465669802,0.038519442,0.087953248,,,,,,
SCAMP4,1116.628558,0.270106934,0.072164361,0.000164644,0.000760977,,,,,,
ADAT3,19.41957582,-0.173553914,0.273347042,0.374398032,0.525432537,,,,,,
CSNK1G2,1536.409628,0.120656649,0.079668284,0.112099946,0.209308019,,,,,,
BTBD2,702.2248069,0.124719109,0.102986457,0.206442338,0.337610245,,,,,,
MKNK2,936.0123385,1.214304347,0.092543984,5.43E-40,1.40E-37,,,,,,
MOB3A,441.2953883,-0.41269085,0.114760165,0.000154015,0.000716775,,,,,,
IZUMO4,0.751984448,0.07280006,0.376120739,0.32701056,NA,,,,,,
AP3D1,4948.942404,0.63671535,0.049205834,2.37E-37,4.80E-35,,,,,,
DOT1L,4240.293382,-0.240424455,0.052151284,4.98E-06,3.18E-05,,,,,,
PLEKHJ1,509.7688826,-0.195646011,0.091104434,0.024833014,0.060887248,,,,,,
SF3A2,876.5658606,0.050582734,0.083875255,0.536110053,0.672688662,,,,,,
AMH,17.91027857,0.244335561,0.300988394,0.226919604,0.362562356,,,,,,
JSRP1,0.857953018,0.071573533,0.378093613,0.293988359,NA,,,,,,
OAZ1,9638.729784,0.184109995,0.071499722,0.008634765,0.024698042,,,,,,
PEAK3,0.307482626,-0.002980109,0.37370512,0.997481481,NA,,,,,,
LOC119043546,0.371632983,0.03215936,0.374698459,0.629158168,NA,,,,,,
LINGO3,18.26196475,-0.417701886,0.411543314,0.079522499,0.159079427,,,,,,
LSM7,377.407009,-0.446364827,0.104281793,7.93E-06,4.82E-05,,,,,,
SPPL2B,1675.960492,-0.192859348,0.086997802,0.022842666,0.056651698,,,,,,
TMPRSS9,5.387683648,0.146473639,0.370616989,0.337156504,0.486572874,,,,,,
TIMM13,544.0852608,-0.197974749,0.101610728,0.042269973,0.094741099,,,,,,
LOC119043645,121.2055334,-0.093513045,0.136824229,0.458016052,0.605763166,,,,,,
LMNB2,1202.120345,-0.106166728,0.104019459,0.290057503,0.436075181,,,,,,
GADD45B,947.1946292,-0.814050502,0.122681963,5.62E-12,9.60E-11,,,,,,
GNG7,365.4921475,0.052552793,0.083286552,0.529964726,0.667668968,,,,,,
DIRAS1,1.531678764,0.101350364,0.380084374,0.32708687,0.476169592,,,,,,
SLC39A3,181.1835704,-0.140994474,0.107288633,0.189739103,0.316577104,,,,,,
SGTA,1620.305996,0.029647048,0.085576718,0.701183956,0.804896361,,,,,,
THOP1,903.231647,-0.491326296,0.110662176,3.60E-06,2.36E-05,,,,,,
ZNF555,448.354838,-0.181507793,0.149284216,0.187068604,0.313147106,,,,,,
ZNF57,224.6589941,-0.182835365,0.113799885,0.090467079,0.176811023,,,,,,
LOC119063733,5.775246321,0.214516078,0.389542698,0.228365406,0.364249215,,,,,,
LOC128626342,0.203984799,-0.003080227,0.373716237,0.997702547,NA,,,,,,
LOC119063731,113.8100201,0.211560654,0.146727293,0.115749501,0.214808194,,,,,,
LOC119063804,22.86350455,-0.011808769,0.269383556,0.93203216,0.964092093,,,,,,
TLE6,4.881299743,0.302478426,0.431648887,0.138594293,0.247927006,,,,,,
TLE2,87.54376647,0.998123789,0.198184462,6.06E-08,5.51E-07,,,,,,
TLE5,2322.212392,0.129336987,0.070963803,0.063305778,0.132375932,,,,,,
GNA11,2013.041644,-0.149540257,0.062163403,0.014360517,0.038384527,,,,,,
NCLN,1069.27787,-0.349425532,0.1036908,0.000437249,0.001810385,,,,,,
CELF5,8.11054985,-0.073026378,0.316245014,0.66966436,0.781685848,,,,,,
NFIC,1242.981411,-0.111345622,0.103230805,0.246916505,0.386306589,,,,,,
SMIM24,2.949807468,0.226518904,0.43497113,0.132817168,0.239932865,,,,,,
SMIM44,0.417893979,0.00166628,0.3721826,0.996298149,NA,,,,,,
LOC119063721,0.512616902,-0.005688736,0.37352865,0.995726811,NA,,,,,,
DOHH,212.2873527,-0.05499627,0.125341895,0.628770019,0.748525004,,,,,,
FZR1,452.6656367,0.196484698,0.098547083,0.036876255,0.084846679,,,,,,
TEKTIP1,305.6654234,-0.156312153,0.096913898,0.091136557,0.177850653,,,,,,
MFSD12,1394.982884,0.176767832,0.127347289,0.139163979,0.248602178,,,,,,
HMG20B,1514.31984,0.340276763,0.093213964,0.000211569,0.000949914,,,,,,
GIPC3,9.305478737,0.005925187,0.298819252,0.976508299,0.989457776,,,,,,
TBXA2R,36.69133133,0.613750294,0.330798948,0.012693897,0.034533809,,,,,,
CACTIN,331.4524741,0.099948778,0.10980715,0.299099655,0.44589737,,,,,,
PIP5K1C,1287.739159,-0.386631432,0.073814247,6.64E-08,6.01E-07,,,,,,
TJP3,80.06483294,0.145589904,0.165545363,0.33422821,0.483342758,,,,,,
APBA3,181.7750006,0.198008694,0.131374282,0.10956698,0.205785008,,,,,,
MRPL54,238.3491147,0.242632906,0.132688144,0.049005963,0.1071388,,,,,,
MATK,5.30727775,0.175740338,0.37891415,0.28326507,0.428401784,,,,,,
ZFR2,1.872044428,0.030744053,0.358164236,0.780483798,0.860861635,,,,,,
ATCAY,1.318448406,-0.102185711,0.381801555,0.26783473,0.410719012,,,,,,
NMRK2,0.28367993,0.014813928,0.372937224,0.875484838,NA,,,,,,
DAPK3,5175.984569,-0.152376556,0.058697046,0.014049836,0.037691947,,,,,,
EEF2,64748.70466,0.054521216,0.056339407,0.320296221,0.469169396,,,,,,
LOC119063825,6.729356097,0.258279136,0.394915446,0.190513478,0.31767995,,,,,,
LOC128626361,6.779377377,-0.172340592,0.356051514,0.334088179,0.483276831,,,,,,
PIAS4,535.625582,0.004064588,0.077710176,0.9661037,0.984075816,,,,,,
ZBTB7A,1534.770429,0.147591246,0.056823889,0.006748662,0.020029131,,,,,,
LOC128626344,3.615885042,0.396905999,0.676831858,0.034374359,0.079976882,,,,,,
MAP2K2,1172.096906,0.465013776,0.073352554,9.56E-11,1.35E-09,,,,,,
LOC128626371,4.020218032,0.056439634,0.349155126,0.661086996,0.77528062,,,,,,
CREB3L3,2.653371723,-0.018787006,0.342136686,0.886099733,0.931366005,,,,,,
SIRT6,100.0526578,0.063193879,0.137032757,0.621392568,0.742662258,,,,,,
ANKRD24,4.60940161,1.796316832,0.801178571,0.001648745,0.00587938,,,,,,
EBI3,35.43962147,0.037769485,0.245157373,0.840821504,0.901065993,,,,,,
SHD,1.231754884,0.079018028,0.37574178,0.363331234,0.514624638,,,,,,
FSD1,65.57104622,0.233076493,0.195789151,0.167275924,0.28649091,,,,,,
STAP2,47.58033158,1.479238462,0.238961069,5.54E-11,8.19E-10,,,,,,
MPND,251.2653931,-0.062687352,0.112138371,0.557669054,0.691379659,,,,,,
SH3GL1,1043.516664,0.064572886,0.092921578,0.463688348,0.610575054,,,,,,
CHAF1A,797.8075124,-0.85528095,0.157597053,7.44E-09,7.89E-08,,,,,,
UBXN6,634.5138496,0.274099464,0.076202511,0.000228082,0.001016454,,,,,,
HDGFL2,1146.887672,-0.274390705,0.099444111,0.004073229,0.012931252,,,,,,
PLIN4,44.51160172,-0.477768774,0.219762049,0.010819068,0.030060913,,,,,,
PLIN5,1.50965387,-0.057347571,0.363533324,0.588253609,0.717610878,,,,,,
LRG1,0.260310388,-0.002356725,0.37374389,0.99781955,NA,,,,,,
SEMA6B,63.46729988,-0.741943777,0.204730942,5.18E-05,0.000266497,,,,,,
TNFAIP8L1,308.0917297,0.115909172,0.123454169,0.312185144,0.460470044,,,,,,
MYDGF,1134.77374,-0.150054185,0.065002417,0.018026774,0.046484133,,,,,,
LOC119063748,3.620178182,0.169560474,0.368700065,0.32511626,0.474039755,,,,,,
DPP9,751.1634696,0.233826868,0.088184774,0.006078594,0.018315319,,,,,,
LOC119063749,0.914790651,0.086142341,0.377813347,0.343632121,NA,,,,,,
FEM1A,699.3200179,0.013287703,0.069859457,0.87522615,0.923565808,,,,,,
TICAM1,276.1037396,0.525771243,0.135456524,4.07E-05,0.000214644,,,,,,
LOC128626308,4.898046644,0.071166968,0.325737323,0.675141004,0.786167932,,,,,,
PLIN3,548.3284889,-0.371930819,0.125411019,0.001606883,0.005743506,,,,,,
ARRDC5,14.84866798,0.029434583,0.269599547,0.88433956,0.929845269,,,,,,
UHRF1,1405.354997,-1.565737928,0.155909746,7.66E-25,5.55E-23,,,,,,
KDM4B,1288.305832,-0.213657537,0.061859789,0.000539722,0.002187253,,,,,,
PTPRS,4368.673705,-0.516596771,0.089093661,1.91E-09,2.20E-08,,,,,,
TINCR,9.939152286,0.085282045,0.311272333,0.638111185,0.756143311,,,,,,
SAFB2,1119.38541,0.310823217,0.07053585,7.90E-06,4.81E-05,,,,,,
SAFB,4085.676566,-0.054498008,0.040591882,0.1844065,0.30986338,,,,,,
MICOS13,600.3102691,0.10089793,0.094189122,0.295067744,0.441603345,,,,,,
HSD11B1L,1621.866479,-0.093164594,0.065568651,0.148557615,0.261488282,,,,,,
LOC119063822,0.199239475,0.004363312,0.372850296,0.997510251,NA,,,,,,
RPL36,3397.576314,-0.13626178,0.088840372,0.124517495,0.227416241,,,,,,
LONP1,1468.146305,0.272464197,0.069784259,8.69E-05,0.00042858,,,,,,
CATSPERD,6.302700487,-0.001617549,0.306379597,0.988511189,0.995618519,,,,,,
PRR22,4.939795535,-0.375600913,0.510937822,0.0825361,0.163999035,,,,,,
DUS3L,252.6148685,0.273475047,0.112249337,0.010466953,0.029198386,,,,,,
NRTN,0.334739136,-0.014575224,0.373774781,0.830525743,NA,,,,,,
NDUFA11,262.9112055,-0.280500258,0.118279021,0.010740635,0.029867671,,,,,,
VMAC,107.5948193,-0.342236109,0.146833837,0.01077734,0.029955931,,,,,,
CAPS,68.92109351,0.081628933,0.172863758,0.596562989,0.724164056,,,,,,
RANBP3,854.5233247,0.114337937,0.070562734,0.099040026,0.190183098,,,,,,
RFX2,21.02377018,-0.133768805,0.251180509,0.476522974,0.621451606,,,,,,
MLLT1,2076.046153,-0.103881564,0.066963392,0.114509804,0.212885402,,,,,,
ACER1,0.184380353,0.014533325,0.373591092,0.891109505,NA,,,,,,
CLPP,172.554075,0.179464038,0.132270757,0.14369019,0.254551959,,,,,,
ALKBH7,129.9139369,-0.461491621,0.149160985,0.000800745,0.003104363,,,,,,
PSPN,0.928989706,-0.004881103,0.364808023,0.932563878,0.964464058,,,,,,
GTF2F1,2706.368839,-0.140063229,0.061354184,0.016583184,0.043298039,,,,,,
KHSRP,2499.034741,-0.194413529,0.073512508,0.007400912,0.021606345,,,,,,
SLC25A41,0.942872871,-0.030073949,0.366277365,0.682828455,0.791747136,,,,,,
SLC25A23,1312.752028,-0.076200219,0.120396568,0.525590862,0.664019987,,,,,,
CRB3,181.1984316,0.115711326,0.181457555,0.461803278,0.60880818,,,,,,
DENND1C,280.8489467,0.083829663,0.168863916,0.578971802,0.709502542,,,,,,
TUBB4A,348.5314005,-1.567816328,0.162475355,3.43E-23,2.18E-21,,,,,,
TNFSF9,3.086451893,0.175702723,0.386289171,0.264710824,0.407154264,,,,,,
CD70,7.504021181,1.234601752,0.686000702,0.0050136,0.015493312,,,,,,
C3,85.44003383,-0.19413871,0.200569771,0.257284398,0.398907096,,,,,,
TRIP10,1373.773621,0.253090762,0.103761585,0.0106445,0.029644473,,,,,,
LOC119056024,11.25024086,0.179582104,0.313377505,0.365519088,0.516594575,,,,,,
SH2D3A,303.1298506,-0.578195089,0.216468801,0.001707899,0.006065874,,,,,,
VAV1,0.447384178,0.035945499,0.375110677,0.516412106,NA,,,,,,
LOC119056021,6.822267087,-0.356050949,0.453881546,0.101162872,0.193463922,,,,,,
LOC119056022,2.564590865,-0.118195756,0.37116091,0.369362636,0.520582369,,,,,,
CFAP92,0.474379266,0.058087299,0.378567492,0.305903134,NA,,,,,,
LOC119056026,0.164679638,-0.001671049,0.373796586,0.998314642,NA,,,,,,
ZNF317,550.4549459,0.266681236,0.084180563,0.001119881,0.004161186,,,,,,
LOC119040992,5.3039104,-0.147284838,0.355237819,0.382392644,0.533091752,,,,,,
LOC119045803,0.268232118,-0.003097605,0.37372724,0.99782422,NA,,,,,,
LOC119059047,0.162036344,0.016420701,0.373804099,0.863258645,NA,,,,,,
LOC119040548,0.572883023,-0.007392058,0.369561992,0.818098876,NA,,,,,,
LOC119040550,0.520890303,-0.017698265,0.370571286,0.678559887,NA,,,,,,
LOC119040545,0.396779737,0.023533546,0.370853986,0.75352208,NA,,,,,,
LOC128626382,0.161148001,-0.001394375,0.373806395,0.998315295,NA,,,,,,
LOC119040552,0.650843548,-0.02448725,0.370625873,0.625027206,NA,,,,,,
LOC128626383,1.56165201,0.203523058,0.430586435,0.12094392,0.222217432,,,,,,
LOC119045864,1.143708878,-0.001315734,0.365305208,0.989560381,0.996018801,,,,,,
LOC119045865,0.252845383,-0.00692835,0.373882876,0.822340349,NA,,,,,,
ZNF266,266.5096498,0.293184561,0.140945672,0.024443766,0.060090628,,,,,,
LOC128626381,52.88865971,-0.481699892,0.210866015,0.007787187,0.022584992,,,,,,
LOC119035844,17.19322813,0.704811418,0.391480768,0.010269029,0.028732086,,,,,,
FBXL12,73.5965932,0.23354417,0.162490792,0.10915296,0.205149961,,,,,,
UBL5,1492.304931,-0.033527743,0.082212737,0.675024759,0.786087024,,,,,,
PIN1,775.5636827,-0.3710006,0.113034177,0.000428919,0.00178072,,,,,,
OLFM2,79.53118773,-0.708089039,0.247777664,0.000727226,0.002845593,,,,,,
COL5A3,8.588578492,-0.443898797,0.492753997,0.067196577,0.138819523,,,,,,
LOC119037075,265.9456798,-0.031551535,0.168606584,0.833143473,0.896177244,,,,,,
SHFL,74.21481995,1.087045026,0.299551396,2.94E-05,0.000159676,,,,,,
ANGPTL6,1.80005747,0.205031139,0.439775115,0.079858358,0.159545876,,,,,,
P2RY11,704.8668603,-0.087196006,0.0935204,0.340484552,0.490113489,,,,,,
LOC119037094,3.401900913,0.025525903,0.331246065,0.872541653,0.921566945,,,,,,
LOC119037090,1.275569881,0.007364296,0.35642234,0.957806787,0.979661216,,,,,,
EIF3G,1705.898126,0.028295946,0.069316429,0.67592312,0.786642734,,,,,,
DNMT1,2420.008648,-0.424375874,0.116919456,0.000126819,0.000600514,,,,,,
S1PR2,1480.131661,0.558348973,0.119590715,7.77E-07,5.79E-06,,,,,,
LOC119037086,721.7084866,-0.90565544,0.140668473,1.71E-11,2.73E-10,,,,,,
LOC119037089,0.431225765,-0.01290731,0.370640633,0.785056477,NA,,,,,,
MRPL4,549.4740177,-0.283168268,0.080170291,0.000288657,0.001250857,,,,,,
LOC119037093,0.315931696,0.017194877,0.373439829,0.84048009,NA,,,,,,
ICAM1,651.1261911,3.008756136,0.389059047,6.11E-16,1.80E-14,,,,,,
ICAM4,9.193099322,5.889246983,1.981984732,3.40E-06,2.24E-05,,,,,,
ICAM5,21.88797544,1.256585717,0.439134112,0.000332716,0.001417372,,,,,,
FDX2,119.3779076,0.643707884,0.162767623,1.87E-05,0.000106275,,,,,,
RAVER1,1087.617531,-0.136295326,0.079105647,0.096037361,0.185604512,,,,,,
ICAM3,38.42839855,-0.135868165,0.208241366,0.437038981,0.585528435,,,,,,
TYK2,375.4438438,0.023985468,0.087949888,0.808373077,0.879530836,,,,,,
LOC119055690,0.16759459,-0.002126604,0.373764202,0.998038627,NA,,,,,,
CDC37,1212.335413,0.00075102,0.061323482,0.954053326,0.977249187,,,,,,
PDE4A,342.3783265,0.996031228,0.135790783,2.96E-14,6.88E-13,,,,,,
KEAP1,1593.66561,-0.092468516,0.060835999,0.107528408,0.202799568,,,,,,
S1PR5,0.172258115,0.011394177,0.373116563,0.923285489,NA,,,,,,
ATG4D,247.0619087,0.004240228,0.108789709,0.968244681,0.984947837,,,,,,
KRI1,1131.200427,-0.29503122,0.066327766,6.04E-06,3.78E-05,,,,,,
CDKN2D,83.70613901,0.093229056,0.156556827,0.510921654,0.650848212,,,,,,
AP1M2,1.361177053,-0.14626446,0.409770072,0.053074431,0.114676246,,,,,,
SLC44A2,2387.329594,-0.745769198,0.096849455,3.12E-15,8.30E-14,,,,,,
ILF3,4809.986279,-0.528503817,0.063871217,4.55E-17,1.53E-15,,,,,,
QTRT1,147.1118642,0.390928283,0.12542523,0.000951454,0.003602238,,,,,,
LOC128626406,0.372402146,0.015809794,0.372067298,0.831243615,NA,,,,,,
DNM2,3039.895556,-0.171025905,0.053624709,0.002242728,0.007687656,,,,,,
LOC119055691,1.304230293,0.023311479,0.367515609,0.759244191,0.847807549,,,,,,
TMED1,316.3228822,-0.116921754,0.103018784,0.234714859,0.371626333,,,,,,
CUNH19orf38,6.843385653,0.349633111,0.447247039,0.11110421,0.207971722,,,,,,
CARM1,822.672434,-0.115280922,0.084896854,0.162406755,0.280120824,,,,,,
YIPF2,266.8321073,0.017967092,0.094901081,0.827541328,0.892873538,,,,,,
TIMM29,237.3959194,-0.060969339,0.117413315,0.598306499,0.725651678,,,,,,
SMARCA4,6373.009471,-0.006591717,0.052845489,0.803133707,0.876325952,,,,,,
LDLR,11.97524686,0.070920711,0.309303633,0.697424907,0.802078431,,,,,,
SPC24,948.6386092,-0.811595597,0.108906541,1.59E-14,3.80E-13,,,,,,
KANK2,1533.115386,0.025517307,0.093327161,0.827607501,0.892887625,,,,,,
DOCK6,1079.426311,0.273642788,0.079532513,0.000431868,0.001791192,,,,,,
ANGPTL8,4.233655317,1.346310185,0.859366749,0.006252303,0.018761373,,,,,,
RAB3D,212.7629007,0.558286012,0.177355668,0.000501108,0.00204884,,,,,,
TMEM205,123.8505009,0.355104229,0.167700942,0.019211711,0.049082742,,,,,,
CCDC159,37.9090934,-0.004503612,0.212011676,0.982360049,0.992396179,,,,,,
PLPPR2,22.89165511,0.32804189,0.283108675,0.116143004,0.215350089,,,,,,
SWSAP1,66.94820856,0.182972505,0.165363412,0.21682233,0.350498302,,,,,,
EPOR,66.6392229,0.120739919,0.17973022,0.449299616,0.597597809,,,,,,
RGL3,29.97345697,0.395178583,0.240630172,0.043130792,0.096349318,,,,,,
ODAD3,169.1759562,0.259224275,0.140888626,0.046876123,0.103321735,,,,,,
PRKCSH,2482.944925,-0.333097256,0.082741898,3.49E-05,0.000187096,,,,,,
ELAVL3,8.95305404,-0.06549786,0.307950377,0.714613785,0.814086319,,,,,,
ZNF653,117.2266625,-0.157457495,0.135161784,0.210796809,0.34325367,,,,,,
ECSIT,203.4298352,0.014897645,0.106285212,0.879034494,0.925563434,,,,,,
CNN1,7803.33842,-0.28567921,0.178896392,0.069025175,0.141899621,,,,,,
ELOF1,864.8475584,0.066382836,0.076523069,0.381487518,0.532227171,,,,,,
LOC119038862,517.5900726,-0.070338008,0.104168409,0.481141976,0.625957481,,,,,,
LOC119038848,24.35645372,-0.210225432,0.279795534,0.288632827,0.434526045,,,,,,
LOC119038849,5.908223852,-0.660143701,0.958123018,0.02793432,0.06720524,,,,,,
LOC119038877,762.8955216,-0.062505548,0.065648948,0.323469737,0.472379739,,,,,,
LOC119038881,188.8595981,-0.487348887,0.145300541,0.000294714,0.001274869,,,,,,
LOC119038861,157.5724478,0.023063576,0.146048286,0.859431609,0.912608867,,,,,,
LOC119038884,140.862567,-0.227764385,0.144401623,0.090945445,0.177622043,,,,,,
LOC119038857,191.2589646,-0.052630169,0.168921316,0.72542976,0.822327968,,,,,,
LOC119038864,6.29248457,0.04652966,0.366103994,0.611298097,0.735414321,,,,,,
LOC119038875,1138.395173,-0.105786344,0.217102428,0.548898469,0.684189772,,,,,,
LOC119057668,0.230168965,0.014434882,0.373566897,0.886756205,NA,,,,,,
LOC119038860,21.04653088,-0.225369424,0.308092457,0.265710144,0.408280395,,,,,,
LOC128626376,0.187324844,-0.001433836,0.373803947,0.998311894,NA,,,,,,
LOC128626305,0.260400316,0.017478323,0.373868482,0.828246823,NA,,,,,,
DCN,1.131061887,-0.025165703,0.365632574,0.75556024,0.845271885,,,,,,
KERA,0.24921561,-0.003569048,0.37366721,0.997060711,NA,,,,,,
LOC119043256,2.019620915,0.007002387,0.351897761,0.967275036,0.984669498,,,,,,
ATP2B1,4936.29761,0.263135854,0.099614637,0.005516133,0.016853181,,,,,,
POC1B,657.2154193,0.18554535,0.093320301,0.039380707,0.089551078,,,,,,
GALNT4,1736.128929,-0.63145121,0.093983957,4.73E-12,8.15E-11,,,,,,
DUSP6,2565.02306,-1.003982361,0.124888889,1.65E-16,5.26E-15,,,,,,
KITLG,617.7463037,-1.172398967,0.312004172,1.36E-05,7.92E-05,,,,,,
TMTC3,2128.780424,-0.066060288,0.073608145,0.316660299,0.465445923,,,,,,
CEP290,1409.316646,0.062839281,0.125299328,0.592516138,0.72158205,,,,,,
CUNH12orf29,875.9217192,0.321303776,0.076837137,1.42E-05,8.26E-05,,,,,,
